"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1019","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926323","Receiving Stream ab New Coalville WWTP Discharge","Facility Other",NA,16020101,NA,NA,NA,NA,40.91714,-111.40568,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1020","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926325","New Coalville WWTP-Post 07/2015","Facility Other",NA,16020101,NA,NA,NA,NA,40.91647,-111.40252,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1021","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926330","CHALK CK AB COALVILLE WWTP","River/Stream",NA,16020101,NA,NA,NA,NA,40.920225736,-111.401470497,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1022","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926340","CHALK CK AB COALVILLE CITY","River/Stream",NA,16020101,NA,NA,NA,NA,40.924114359,-111.346861015,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1023","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926350","CHALK CK AT US189 XING","River/Stream",NA,16020101,NA,NA,NA,NA,40.920505567,-111.401305925,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1024","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926352","Chalk Ck at US 189 QA/QC Replicate of 4926350","River/Stream","Replicate of 4926350",16020101,NA,NA,NA,NA,40.920505567,-111.401305925,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1025","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926353","Elkhorn Canyon AB confluence with South Fk Chalk Creek","River/Stream",NA,16020101,NA,NA,NA,NA,40.925993,-111.276662,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1026","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926355","South Fk Chalk Ck at G&E Ranch","River/Stream",NA,16020101,NA,NA,NA,NA,40.90927,-111.235248,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1027","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926357","CHALK CREEK SOUTH FORK BELOW ELKHORN CANYON","River/Stream",NA,16020101,NA,NA,NA,NA,40.926936638,-111.279543595,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1028","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926358","Fish Ck bl first drill pad","River/Stream",NA,16020101,NA,NA,NA,NA,40.904121,-111.200854,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1029","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926360","CHALK CK S FK 1 MI AB CHALK CK","River/Stream",NA,16020101,NA,NA,NA,NA,40.925753798,-111.27317251,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1030","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926361","Fish Creek at road xing  AB S. Fk Chalk Ck confluence","River/Stream",NA,16020101,NA,NA,NA,NA,40.905718,-111.224742,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1031","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926362","South Fk Chalk Ck 1 mile AB Fish Ck confluence","River/Stream",NA,16020101,NA,NA,NA,NA,40.891872,-111.21927,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1032","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926363","South Fk Chalk Ck at Upper Diversion","River/Stream",NA,16020101,NA,NA,NA,NA,40.879858,-111.216137,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1033","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926365","South Fk Chalk Ck at six feathers upper bridge","River/Stream",NA,16020101,NA,NA,NA,NA,40.846646,-111.173738,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1034","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926366","Chalk Creek above cnfl Porcupine Creek and blw E. Fk Chalk Creek","River/Stream",NA,16020101,NA,NA,NA,NA,40.954619598,-111.125428953,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1035","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926370","CHALK CK EAST FK AB CNFL/ CHALK CK","River/Stream",NA,16020101,NA,NA,NA,NA,40.95918,-111.11806,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1036","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926380","CHALK CK AT CULVERT 0.8MI AB PINE CLIFF CAMPGROUND","River/Stream",NA,16020101,NA,NA,NA,NA,40.9618,-111.104,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1037","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926390","CHALK CREEK 4 MILES EAST OF UPTON","River/Stream",NA,16020101,NA,NA,NA,NA,40.938836854,-111.155180774,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1038","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926400","WEBER R AB ECHO RES","River/Stream",NA,16020101,NA,NA,NA,NA,40.911894081,-111.406312408,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1039","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926420","WEBER R @ HOYTSVILLE","River/Stream",NA,16020101,NA,NA,NA,NA,40.83800217,-111.392137301,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1040","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926445","PINEVIEW RES MIDDLE FK ARM (Hg Fish Tissue)","Lake",NA,16020102,NA,NA,NA,NA,41.284082369,-111.797052762,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,57,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1041","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926700","Alexander Ck @ Highway Xing","River/Stream",NA,16020101,NA,NA,NA,NA,40.805642722,-111.437507783,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1042","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926703","SILVER Ck bl CNFL/ ALEXANDER Ck","River/Stream",NA,16020101,NA,NA,NA,NA,40.806437407,-111.432213494,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1043","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926740","SILVER CK AT FARM XING IN ATKINSON","River/Stream",NA,16020101,NA,NA,NA,NA,40.742173708,-111.474922325,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1044","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926750","SILVER CK AT WANSHIP AB CNFL / WEBER R","River/Stream",NA,16020101,NA,NA,NA,NA,40.809671588,-111.407419238,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1045","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926756","SILVER Ck 3.5mi bl ATKINSON - MID CANYON","River/Stream",NA,16020101,NA,NA,NA,NA,40.787591121,-111.453461099,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1046","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926760","SILVER CK 2 MI N OF ATKINSON","River/Stream",NA,16020101,NA,NA,NA,NA,40.768558915,-111.468533941,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1047","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926770","SILVER CK AT RANCH EXIT","River/Stream",NA,16020101,NA,NA,NA,NA,40.774946566,-111.468389212,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1048","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926772","Silver Ck 500 meters BL Synderville Basin WWTP Discharge","River/Stream",NA,16020101,NA,NA,NA,NA,40.73897531,-111.47500617,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1049","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926775","Silver Creek - Meadow 1/3 mile N. of Atkinson","River/Stream",NA,16020101,NA,NA,NA,NA,40.745703311,-111.47315885,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1050","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926778","Silver Ck BL Synderville Basin WWTP Discharge","River/Stream",NA,16020101,NA,NA,NA,NA,40.735646988,-111.47601285,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1051","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926780","PACE DAIRY DISCHG NEAR ATKINSON","Facility Other",NA,16020101,NA,NA,NA,NA,40.742166989,-111.474365595,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1052","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926790","SILVER CREEK WWTP","Facility Other",NA,16020101,NA,NA,NA,NA,40.734169779,-111.480313127,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1053","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926791","SILVER CK AB WWTP AT SR 248-WLA","River/Stream",NA,16020101,NA,NA,NA,NA,40.683861,-111.457528,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1054","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926792","SILVER CK WWTP DISCHARGE AB CNFL SILVER CK -WLA","River/Stream",NA,16020101,NA,NA,NA,NA,40.735167,-111.476194,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1055","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926793","SILVER CK AB EASTBOUND I-80-WLA","River/Stream",NA,16020101,NA,NA,NA,NA,40.741028,-111.475694,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1056","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926794","SILVER CK BL RAIL TRAIL BRIDGE BL I-80-WLA","River/Stream",NA,16020101,NA,NA,NA,NA,40.743667,-111.474111,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1057","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926795","Silver Ck AB Snyderville Basin WWTP Discharge","River/Stream",NA,16020101,NA,NA,NA,NA,40.735177675,-111.47622268,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1058","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926798","Silver Ck 500 meters AB Snyderville Basin WWTP Discharge","River/Stream",NA,16020101,NA,NA,NA,NA,40.732260589,-111.477990104,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1059","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926800","Silver Ck ab Silver Ck WWTP at Promontory Ranch Rd Xing","River/Stream",NA,16020101,NA,NA,NA,NA,40.72297,-111.47868,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1060","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926803","Silver Creek WWTP influent","Facility Other",NA,16020101,NA,NA,NA,NA,40.7334173795,-111.4806604885,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1061","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926820","Triumph Gear EFFLUENT TO SEWER","Facility Other",NA,16020101,NA,NA,NA,NA,40.718389462,-111.479643203,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1062","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926830","Triumph Gear 002","Facility Other",NA,16020101,NA,NA,NA,NA,40.717725154,-111.479081957,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1063","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926840","Silver Creek canal E of Silver ck Bl US 40 Xing","River/Stream",NA,16020101,NA,NA,NA,NA,40.68958672,-111.457967966,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1064","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926850","SILVER CK AT US40 XING E OF PARK CITY","River/Stream",NA,16020101,NA,NA,NA,NA,40.67384,-111.46445,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1065","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926900","Olympic Parking Lot Detention Pond Outfall","River/Stream",NA,16020101,NA,NA,NA,NA,40.708836458,-111.471832348,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1066","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926940","SILVER CK AT RR XING BL PARK CITY AB LAND FILL","River/Stream",NA,16020101,NA,NA,NA,NA,40.658005338,-111.502691791,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1067","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926948","RHOADES CK BL UINTA MINE DISCHARGE Replicate of 4926950","River/Stream","Replicate of 4926950",16020101,NA,NA,NA,NA,40.65800472,-111.502833739,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1068","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926950","SILVER CK @ CITY PARK AB PROSPECTOR SQUARE","River/Stream",NA,16020101,NA,NA,NA,NA,40.65800472,-111.502833739,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1069","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926957","SILVER Ck .5mi bl CNFL/ ONTARIO CAN. Ck","River/Stream",NA,16020101,NA,NA,NA,NA,40.655337246,-111.503038461,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1070","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926960","ONTARIO CANYON CK AB CNFL / SILVER CK","River/Stream",NA,16020101,NA,NA,NA,NA,40.646059169,-111.496582061,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1071","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926970","PARK MEADOW DRAIN CK FROM GOLF COURSE AB SILVER CK","Canal Drainage",NA,16020101,NA,NA,NA,NA,40.668008972,-111.484913685,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1072","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4926990","Prospector Square Groundwater Drain ab Silver Creek","Well",NA,16020101,NA,NA,NA,NA,40.668148615,-111.483838059,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1073","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4927010","WEBER R BL ROCKPORT RES","River/Stream",NA,16020101,NA,NA,NA,NA,40.792168791,-111.404645261,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1074","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4927245","Crandall Canyon AB Rockport Reservoir at U-302 xing","River/Stream",NA,16020101,NA,NA,NA,NA,40.76604,-111.38116,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1075","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4927247","WEBER R AB ROCKPORT RES Replicate of 4927250","River/Stream","Replicate of 4927250",16020101,NA,NA,NA,NA,40.752894672,-111.374329516,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1076","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4927250","WEBER R AB ROCKPORT RES","River/Stream",NA,16020101,NA,NA,NA,NA,40.752894672,-111.374329516,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1077","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4927270","WEBER R AT U196 XING NEAR PEOA","River/Stream",NA,16020101,NA,NA,NA,NA,40.738841183,-111.360192221,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1078","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4927500","FORT CK AB CNFL/ WEBER R","River/Stream",NA,16020101,NA,NA,NA,NA,40.72471,-111.34151,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1079","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928000","Weber River BL Oakley City WWTP BL Millrace Rd","River/Stream",NA,16020101,NA,NA,NA,NA,40.708607959,-111.300446719,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1080","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928005","Weber River AB Oakley City WWTP AB Millrace Rd","River/Stream",NA,16020101,NA,NA,NA,NA,40.70945612,-111.299929635,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1081","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928010","Oakley WWTP 002 New Plant","Facility Other",NA,16020101,NA,NA,NA,NA,40.709391674,-111.30046208,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1082","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928020","OAKLEY LAGOONS 001","Facility Other",NA,16020101,NA,NA,NA,NA,40.708282515,-111.317693693,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1083","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928030","WEBER R AB OAKLEY LAGOONS","River/Stream",NA,16020101,NA,NA,NA,NA,40.708562023,-111.293793346,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1084","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928300","BEAVER CK AB CROOKED CK","River/Stream",NA,16020101,NA,NA,NA,NA,40.680509275,-111.320744984,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1085","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928500","KAMAS LAGOONS","Facility Other",NA,16020101,NA,NA,NA,NA,40.654674082,-111.289345769,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1086","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928510","BEAVER CK AB KAMAS LAGOONS","River/Stream",NA,16020101,NA,NA,NA,NA,40.643844012,-111.28268774,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1087","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928530","BEAVER CREEK AB0VE WEBER-PROVO CANAL","River/Stream",NA,16020101,NA,NA,NA,NA,40.644949382,-111.283792326,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"1088","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4928535","Beaver Creek above Weber-Provo Canal Replicate of 4928530","River/Stream","Replicate of 4928530",16020101,NA,NA,NA,NA,40.64494938,-111.2837923,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,43,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
